audio,label
257_label_stuttered.wav,1
393_label_stuttered.wav,1
31_label_stuttered.wav,1
310_label_stuttered.wav,1
328_label_stuttered.wav,1
280_label_stuttered.wav,1
333_label_stuttered.wav,1
392_label_stuttered.wav,1
149_label_stuttered.wav,1
326_label_stuttered.wav,1
244_label_stuttered.wav,1
232_label_stuttered.wav,1
150_label_stuttered.wav,1
285_label_stuttered.wav,1
33_label_stuttered.wav,1
241_label_stuttered.wav,1
366_label_stuttered.wav,1
387_label_stuttered.wav,1
94_label_stuttered.wav,1
358_label_stuttered.wav,1
211_label_stuttered.wav,1
295_label_stuttered.wav,1
265_label_stuttered.wav,1
23_label_stuttered.wav,1
137_label_stuttered.wav,1
340_label_stuttered.wav,1
183_label_stuttered.wav,1
85_label_stuttered.wav,1
30_label_stuttered.wav,1
130_label_stuttered.wav,1
46_label_stuttered.wav,1
288_label_stuttered.wav,1
79_label_stuttered.wav,1
87_label_stuttered.wav,1
253_label_stuttered.wav,1
231_label_stuttered.wav,1
293_label_stuttered.wav,1
316_label_stuttered.wav,1
217_label_stuttered.wav,1
351_label_stuttered.wav,1
344_label_stuttered.wav,1
0_label_stuttered.wav,1
294_label_stuttered.wav,1
104_label_stuttered.wav,1
348_label_stuttered.wav,1
401_label_stuttered.wav,1
122_label_stuttered.wav,1
115_label_stuttered.wav,1
118_label_stuttered.wav,1
8_label_stuttered.wav,1
378_label_stuttered.wav,1
120_label_stuttered.wav,1
250_label_stuttered.wav,1
84_label_stuttered.wav,1
287_label_stuttered.wav,1
45_label_stuttered.wav,1
334_label_stuttered.wav,1
352_label_stuttered.wav,1
25_label_stuttered.wav,1
353_label_stuttered.wav,1
108_label_stuttered.wav,1
165_label_stuttered.wav,1
185_label_stuttered.wav,1
96_label_stuttered.wav,1
140_label_stuttered.wav,1
11_label_stuttered.wav,1
273_label_stuttered.wav,1
116_label_stuttered.wav,1
181_label_stuttered.wav,1
379_label_stuttered.wav,1
313_label_stuttered.wav,1
192_label_stuttered.wav,1
225_label_stuttered.wav,1
312_label_stuttered.wav,1
305_label_stuttered.wav,1
59_label_stuttered.wav,1
276_label_stuttered.wav,1
63_label_stuttered.wav,1
135_label_stuttered.wav,1
184_label_stuttered.wav,1
389_label_stuttered.wav,1
355_label_stuttered.wav,1
377_label_stuttered.wav,1
164_label_stuttered.wav,1
272_label_stuttered.wav,1
110_label_stuttered.wav,1
152_label_stuttered.wav,1
95_label_stuttered.wav,1
187_label_stuttered.wav,1
331_label_stuttered.wav,1
374_label_stuttered.wav,1
167_label_stuttered.wav,1
342_label_stuttered.wav,1
302_label_stuttered.wav,1
350_label_stuttered.wav,1
303_label_stuttered.wav,1
380_label_stuttered.wav,1
160_label_stuttered.wav,1
311_label_stuttered.wav,1
384_label_stuttered.wav,1
132_label_stuttered.wav,1
332_label_stuttered.wav,1
143_label_stuttered.wav,1
229_label_stuttered.wav,1
248_label_stuttered.wav,1
221_label_stuttered.wav,1
75_label_stuttered.wav,1
218_label_stuttered.wav,1
35_label_stuttered.wav,1
271_label_stuttered.wav,1
71_label_stuttered.wav,1
103_label_stuttered.wav,1
172_label_stuttered.wav,1
279_label_stuttered.wav,1
220_label_stuttered.wav,1
54_label_stuttered.wav,1
296_label_stuttered.wav,1
236_label_stuttered.wav,1
274_label_stuttered.wav,1
102_label_stuttered.wav,1
67_label_stuttered.wav,1
174_label_stuttered.wav,1
395_label_stuttered.wav,1
237_label_stuttered.wav,1
369_label_stuttered.wav,1
385_label_stuttered.wav,1
322_label_stuttered.wav,1
324_label_stuttered.wav,1
22_label_stuttered.wav,1
289_label_stuttered.wav,1
209_label_stuttered.wav,1
47_label_stuttered.wav,1
173_label_stuttered.wav,1
157_label_stuttered.wav,1
13_label_stuttered.wav,1
359_label_stuttered.wav,1
255_label_stuttered.wav,1
336_label_stuttered.wav,1
38_label_stuttered.wav,1
107_label_stuttered.wav,1
399_label_stuttered.wav,1
264_label_stuttered.wav,1
61_label_stuttered.wav,1
171_label_stuttered.wav,1
112_label_stuttered.wav,1
111_label_stuttered.wav,1
7_label_stuttered.wav,1
131_label_stuttered.wav,1
242_label_stuttered.wav,1
224_label_stuttered.wav,1
210_label_stuttered.wav,1
93_label_stuttered.wav,1
251_label_stuttered.wav,1
60_label_stuttered.wav,1
325_label_stuttered.wav,1
24_label_stuttered.wav,1
346_label_stuttered.wav,1
161_label_stuttered.wav,1
21_label_stuttered.wav,1
37_label_stuttered.wav,1
99_label_stuttered.wav,1
17_label_stuttered.wav,1
304_label_stuttered.wav,1
314_label_stuttered.wav,1
98_label_stuttered.wav,1
82_label_stuttered.wav,1
397_label_stuttered.wav,1
246_label_stuttered.wav,1
40_label_stuttered.wav,1
235_label_stuttered.wav,1
42_label_stuttered.wav,1
263_label_stuttered.wav,1
223_label_stuttered.wav,1
386_label_stuttered.wav,1
78_label_stuttered.wav,1
267_label_stuttered.wav,1
360_label_stuttered.wav,1
381_label_stuttered.wav,1
402_label_stuttered.wav,1
390_label_stuttered.wav,1
266_label_stuttered.wav,1
41_label_stuttered.wav,1
212_label_stuttered.wav,1
55_label_stuttered.wav,1
166_label_stuttered.wav,1
119_label_stuttered.wav,1
188_label_stuttered.wav,1
66_label_stuttered.wav,1
177_label_stuttered.wav,1
327_label_stuttered.wav,1
400_label_stuttered.wav,1
162_label_stuttered.wav,1
10_label_stuttered.wav,1
69_label_stuttered.wav,1
147_label_stuttered.wav,1
34_label_stuttered.wav,1
356_label_stuttered.wav,1
3537_label_non-stuttered.wav,0
2753_label_non-stuttered.wav,0
3631_label_non-stuttered.wav,0
1580_label_non-stuttered.wav,0
1318_label_non-stuttered.wav,0
3387_label_non-stuttered.wav,0
6800_label_non-stuttered.wav,0
5908_label_non-stuttered.wav,0
462_label_non-stuttered.wav,0
1425_label_non-stuttered.wav,0
1043_label_non-stuttered.wav,0
5441_label_non-stuttered.wav,0
5598_label_non-stuttered.wav,0
2245_label_non-stuttered.wav,0
4144_label_non-stuttered.wav,0
4960_label_non-stuttered.wav,0
6277_label_non-stuttered.wav,0
5071_label_non-stuttered.wav,0
5914_label_non-stuttered.wav,0
7688_label_non-stuttered.wav,0
2998_label_non-stuttered.wav,0
5807_label_non-stuttered.wav,0
4356_label_non-stuttered.wav,0
6483_label_non-stuttered.wav,0
6330_label_non-stuttered.wav,0
1531_label_non-stuttered.wav,0
1529_label_non-stuttered.wav,0
2832_label_non-stuttered.wav,0
3149_label_non-stuttered.wav,0
2806_label_non-stuttered.wav,0
1258_label_non-stuttered.wav,0
5923_label_non-stuttered.wav,0
7504_label_non-stuttered.wav,0
1172_label_non-stuttered.wav,0
6118_label_non-stuttered.wav,0
716_label_non-stuttered.wav,0
4537_label_non-stuttered.wav,0
5169_label_non-stuttered.wav,0
5990_label_non-stuttered.wav,0
1087_label_non-stuttered.wav,0
7110_label_non-stuttered.wav,0
2329_label_non-stuttered.wav,0
6466_label_non-stuttered.wav,0
7395_label_non-stuttered.wav,0
4942_label_non-stuttered.wav,0
3665_label_non-stuttered.wav,0
2367_label_non-stuttered.wav,0
5282_label_non-stuttered.wav,0
1113_label_non-stuttered.wav,0
7574_label_non-stuttered.wav,0
1363_label_non-stuttered.wav,0
6204_label_non-stuttered.wav,0
4466_label_non-stuttered.wav,0
7676_label_non-stuttered.wav,0
3977_label_non-stuttered.wav,0
4294_label_non-stuttered.wav,0
5236_label_non-stuttered.wav,0
6434_label_non-stuttered.wav,0
7551_label_non-stuttered.wav,0
3873_label_non-stuttered.wav,0
3395_label_non-stuttered.wav,0
513_label_non-stuttered.wav,0
2717_label_non-stuttered.wav,0
6596_label_non-stuttered.wav,0
1353_label_non-stuttered.wav,0
6138_label_non-stuttered.wav,0
4753_label_non-stuttered.wav,0
2480_label_non-stuttered.wav,0
4916_label_non-stuttered.wav,0
2014_label_non-stuttered.wav,0
6130_label_non-stuttered.wav,0
7181_label_non-stuttered.wav,0
3189_label_non-stuttered.wav,0
4737_label_non-stuttered.wav,0
3530_label_non-stuttered.wav,0
5811_label_non-stuttered.wav,0
433_label_non-stuttered.wav,0
4486_label_non-stuttered.wav,0
7656_label_non-stuttered.wav,0
2810_label_non-stuttered.wav,0
3026_label_non-stuttered.wav,0
5976_label_non-stuttered.wav,0
7566_label_non-stuttered.wav,0
2722_label_non-stuttered.wav,0
4971_label_non-stuttered.wav,0
7256_label_non-stuttered.wav,0
669_label_non-stuttered.wav,0
2684_label_non-stuttered.wav,0
3926_label_non-stuttered.wav,0
5130_label_non-stuttered.wav,0
2317_label_non-stuttered.wav,0
7307_label_non-stuttered.wav,0
5670_label_non-stuttered.wav,0
2731_label_non-stuttered.wav,0
7281_label_non-stuttered.wav,0
7079_label_non-stuttered.wav,0
1034_label_non-stuttered.wav,0
1091_label_non-stuttered.wav,0
6919_label_non-stuttered.wav,0
3084_label_non-stuttered.wav,0
5998_label_non-stuttered.wav,0
6380_label_non-stuttered.wav,0
7641_label_non-stuttered.wav,0
910_label_non-stuttered.wav,0
519_label_non-stuttered.wav,0
1890_label_non-stuttered.wav,0
1653_label_non-stuttered.wav,0
7661_label_non-stuttered.wav,0
272_label_non-stuttered.wav,0
3248_label_non-stuttered.wav,0
5058_label_non-stuttered.wav,0
3244_label_non-stuttered.wav,0
2568_label_non-stuttered.wav,0
4508_label_non-stuttered.wav,0
3788_label_non-stuttered.wav,0
4039_label_non-stuttered.wav,0
292_label_non-stuttered.wav,0
2153_label_non-stuttered.wav,0
5878_label_non-stuttered.wav,0
5272_label_non-stuttered.wav,0
95_label_non-stuttered.wav,0
6807_label_non-stuttered.wav,0
5781_label_non-stuttered.wav,0
6245_label_non-stuttered.wav,0
204_label_non-stuttered.wav,0
7657_label_non-stuttered.wav,0
115_label_non-stuttered.wav,0
6597_label_non-stuttered.wav,0
4470_label_non-stuttered.wav,0
1966_label_non-stuttered.wav,0
4577_label_non-stuttered.wav,0
5994_label_non-stuttered.wav,0
5065_label_non-stuttered.wav,0
4878_label_non-stuttered.wav,0
7401_label_non-stuttered.wav,0
2296_label_non-stuttered.wav,0
6165_label_non-stuttered.wav,0
2826_label_non-stuttered.wav,0
4238_label_non-stuttered.wav,0
2368_label_non-stuttered.wav,0
621_label_non-stuttered.wav,0
7209_label_non-stuttered.wav,0
2447_label_non-stuttered.wav,0
3482_label_non-stuttered.wav,0
4013_label_non-stuttered.wav,0
3919_label_non-stuttered.wav,0
3571_label_non-stuttered.wav,0
3235_label_non-stuttered.wav,0
7341_label_non-stuttered.wav,0
3_label_non-stuttered.wav,0
301_label_non-stuttered.wav,0
2818_label_non-stuttered.wav,0
5285_label_non-stuttered.wav,0
6830_label_non-stuttered.wav,0
1132_label_non-stuttered.wav,0
4706_label_non-stuttered.wav,0
6237_label_non-stuttered.wav,0
7489_label_non-stuttered.wav,0
6043_label_non-stuttered.wav,0
4694_label_non-stuttered.wav,0
813_label_non-stuttered.wav,0
7064_label_non-stuttered.wav,0
2176_label_non-stuttered.wav,0
3814_label_non-stuttered.wav,0
5304_label_non-stuttered.wav,0
1096_label_non-stuttered.wav,0
3706_label_non-stuttered.wav,0
3070_label_non-stuttered.wav,0
1107_label_non-stuttered.wav,0
6564_label_non-stuttered.wav,0
2925_label_non-stuttered.wav,0
1052_label_non-stuttered.wav,0
505_label_non-stuttered.wav,0
7581_label_non-stuttered.wav,0
5116_label_non-stuttered.wav,0
4794_label_non-stuttered.wav,0
6944_label_non-stuttered.wav,0
5550_label_non-stuttered.wav,0
4364_label_non-stuttered.wav,0
5354_label_non-stuttered.wav,0
7003_label_non-stuttered.wav,0
5768_label_non-stuttered.wav,0
516_label_non-stuttered.wav,0
6050_label_non-stuttered.wav,0
3452_label_non-stuttered.wav,0
4184_label_non-stuttered.wav,0
6122_label_non-stuttered.wav,0
4555_label_non-stuttered.wav,0
3861_label_non-stuttered.wav,0
3791_label_non-stuttered.wav,0
5482_label_non-stuttered.wav,0
3927_label_non-stuttered.wav,0
747_label_non-stuttered.wav,0
4289_label_non-stuttered.wav,0
4115_label_non-stuttered.wav,0
3753_label_non-stuttered.wav,0
2016_label_non-stuttered.wav,0
3122_label_non-stuttered.wav,0
3976_label_non-stuttered.wav,0
3640_label_non-stuttered.wav,0
6894_label_non-stuttered.wav,0
2688_label_non-stuttered.wav,0
3929_label_non-stuttered.wav,0
4064_label_non-stuttered.wav,0
3381_label_non-stuttered.wav,0
468_label_non-stuttered.wav,0
7530_label_non-stuttered.wav,0
6040_label_non-stuttered.wav,0
4070_label_non-stuttered.wav,0
718_label_non-stuttered.wav,0
7600_label_non-stuttered.wav,0
3992_label_non-stuttered.wav,0
5535_label_non-stuttered.wav,0
6292_label_non-stuttered.wav,0
4339_label_non-stuttered.wav,0
4028_label_non-stuttered.wav,0
7250_label_non-stuttered.wav,0
4313_label_non-stuttered.wav,0
3000_label_non-stuttered.wav,0
6500_label_non-stuttered.wav,0
4448_label_non-stuttered.wav,0
17_label_non-stuttered.wav,0
2068_label_non-stuttered.wav,0
6156_label_non-stuttered.wav,0
5360_label_non-stuttered.wav,0
2617_label_non-stuttered.wav,0
875_label_non-stuttered.wav,0
3197_label_non-stuttered.wav,0
7610_label_non-stuttered.wav,0
7462_label_non-stuttered.wav,0
5597_label_non-stuttered.wav,0
3939_label_non-stuttered.wav,0
4357_label_non-stuttered.wav,0
6206_label_non-stuttered.wav,0
2510_label_non-stuttered.wav,0
670_label_non-stuttered.wav,0
383_label_non-stuttered.wav,0
3938_label_non-stuttered.wav,0
1703_label_non-stuttered.wav,0
2837_label_non-stuttered.wav,0
1188_label_non-stuttered.wav,0
5210_label_non-stuttered.wav,0
6421_label_non-stuttered.wav,0
2940_label_non-stuttered.wav,0
2064_label_non-stuttered.wav,0
4297_label_non-stuttered.wav,0
7435_label_non-stuttered.wav,0
4325_label_non-stuttered.wav,0
431_label_non-stuttered.wav,0
1809_label_non-stuttered.wav,0
4279_label_non-stuttered.wav,0
86_label_non-stuttered.wav,0
2330_label_non-stuttered.wav,0
2262_label_non-stuttered.wav,0
3880_label_non-stuttered.wav,0
533_label_non-stuttered.wav,0
3182_label_non-stuttered.wav,0
6487_label_non-stuttered.wav,0
2620_label_non-stuttered.wav,0
2076_label_non-stuttered.wav,0
636_label_non-stuttered.wav,0
4457_label_non-stuttered.wav,0
6059_label_non-stuttered.wav,0
7220_label_non-stuttered.wav,0
6651_label_non-stuttered.wav,0
1527_label_non-stuttered.wav,0
6883_label_non-stuttered.wav,0
7635_label_non-stuttered.wav,0
2088_label_non-stuttered.wav,0
5808_label_non-stuttered.wav,0
4776_label_non-stuttered.wav,0
4722_label_non-stuttered.wav,0
265_label_non-stuttered.wav,0
3220_label_non-stuttered.wav,0
777_label_non-stuttered.wav,0
965_label_non-stuttered.wav,0
3469_label_non-stuttered.wav,0
7392_label_non-stuttered.wav,0
394_label_non-stuttered.wav,0
7329_label_non-stuttered.wav,0
6044_label_non-stuttered.wav,0
3219_label_non-stuttered.wav,0
5476_label_non-stuttered.wav,0
6056_label_non-stuttered.wav,0
5244_label_non-stuttered.wav,0
1774_label_non-stuttered.wav,0
355_label_non-stuttered.wav,0
5214_label_non-stuttered.wav,0
7708_label_non-stuttered.wav,0
4644_label_non-stuttered.wav,0
1228_label_non-stuttered.wav,0
6752_label_non-stuttered.wav,0
3541_label_non-stuttered.wav,0
3685_label_non-stuttered.wav,0
3783_label_non-stuttered.wav,0
6629_label_non-stuttered.wav,0
3416_label_non-stuttered.wav,0
2756_label_non-stuttered.wav,0
3549_label_non-stuttered.wav,0
6580_label_non-stuttered.wav,0
36_label_non-stuttered.wav,0
5383_label_non-stuttered.wav,0
7561_label_non-stuttered.wav,0
2482_label_non-stuttered.wav,0
4984_label_non-stuttered.wav,0
5470_label_non-stuttered.wav,0
4764_label_non-stuttered.wav,0
7030_label_non-stuttered.wav,0
4798_label_non-stuttered.wav,0
376_label_non-stuttered.wav,0
4591_label_non-stuttered.wav,0
3396_label_non-stuttered.wav,0
3944_label_non-stuttered.wav,0
1728_label_non-stuttered.wav,0
2138_label_non-stuttered.wav,0
6102_label_non-stuttered.wav,0
6514_label_non-stuttered.wav,0
3585_label_non-stuttered.wav,0
7570_label_non-stuttered.wav,0
546_label_non-stuttered.wav,0
2752_label_non-stuttered.wav,0
4518_label_non-stuttered.wav,0
1176_label_non-stuttered.wav,0
2808_label_non-stuttered.wav,0
3361_label_non-stuttered.wav,0
1451_label_non-stuttered.wav,0
2795_label_non-stuttered.wav,0
3411_label_non-stuttered.wav,0
416_label_non-stuttered.wav,0
1697_label_non-stuttered.wav,0
374_label_non-stuttered.wav,0
2311_label_non-stuttered.wav,0
5865_label_non-stuttered.wav,0
7103_label_non-stuttered.wav,0
6339_label_non-stuttered.wav,0
1415_label_non-stuttered.wav,0
6939_label_non-stuttered.wav,0
2395_label_non-stuttered.wav,0
6371_label_non-stuttered.wav,0
5704_label_non-stuttered.wav,0
7588_label_non-stuttered.wav,0
5101_label_non-stuttered.wav,0
52_label_non-stuttered.wav,0
4148_label_non-stuttered.wav,0
1207_label_non-stuttered.wav,0
1560_label_non-stuttered.wav,0
5401_label_non-stuttered.wav,0
2310_label_non-stuttered.wav,0
5158_label_non-stuttered.wav,0
4954_label_non-stuttered.wav,0
6982_label_non-stuttered.wav,0
2292_label_non-stuttered.wav,0
4003_label_non-stuttered.wav,0
4526_label_non-stuttered.wav,0
6913_label_non-stuttered.wav,0
3029_label_non-stuttered.wav,0
5640_label_non-stuttered.wav,0
5514_label_non-stuttered.wav,0
5305_label_non-stuttered.wav,0
7084_label_non-stuttered.wav,0
6336_label_non-stuttered.wav,0
2600_label_non-stuttered.wav,0
4065_label_non-stuttered.wav,0
1308_label_non-stuttered.wav,0
3318_label_non-stuttered.wav,0
6269_label_non-stuttered.wav,0
4117_label_non-stuttered.wav,0
4434_label_non-stuttered.wav,0
2639_label_non-stuttered.wav,0
3001_label_non-stuttered.wav,0
5202_label_non-stuttered.wav,0
7334_label_non-stuttered.wav,0
2546_label_non-stuttered.wav,0
7262_label_non-stuttered.wav,0
6828_label_non-stuttered.wav,0
1270_label_non-stuttered.wav,0
6610_label_non-stuttered.wav,0
4166_label_non-stuttered.wav,0
3499_label_non-stuttered.wav,0
2652_label_non-stuttered.wav,0
5133_label_non-stuttered.wav,0
5350_label_non-stuttered.wav,0
5984_label_non-stuttered.wav,0
6035_label_non-stuttered.wav,0
3662_label_non-stuttered.wav,0
5095_label_non-stuttered.wav,0
6512_label_non-stuttered.wav,0
277_label_non-stuttered.wav,0
7533_label_non-stuttered.wav,0
5012_label_non-stuttered.wav,0
4927_label_non-stuttered.wav,0
1941_label_non-stuttered.wav,0
4265_label_non-stuttered.wav,0
5563_label_non-stuttered.wav,0
6540_label_non-stuttered.wav,0
5671_label_non-stuttered.wav,0
2947_label_non-stuttered.wav,0
7310_label_non-stuttered.wav,0
5825_label_non-stuttered.wav,0
78_label_non-stuttered.wav,0
2532_label_non-stuttered.wav,0
3563_label_non-stuttered.wav,0
3953_label_non-stuttered.wav,0
5456_label_non-stuttered.wav,0
2032_label_non-stuttered.wav,0
7697_label_non-stuttered.wav,0
6410_label_non-stuttered.wav,0
701_label_non-stuttered.wav,0
4191_label_non-stuttered.wav,0
790_label_non-stuttered.wav,0
5150_label_non-stuttered.wav,0
877_label_non-stuttered.wav,0
5085_label_non-stuttered.wav,0
2873_label_non-stuttered.wav,0
4946_label_non-stuttered.wav,0
6129_label_non-stuttered.wav,0
5833_label_non-stuttered.wav,0
4504_label_non-stuttered.wav,0
5639_label_non-stuttered.wav,0
432_label_non-stuttered.wav,0
7679_label_non-stuttered.wav,0
1400_label_non-stuttered.wav,0
7465_label_non-stuttered.wav,0
886_label_non-stuttered.wav,0
4454_label_non-stuttered.wav,0
3582_label_non-stuttered.wav,0
4653_label_non-stuttered.wav,0
3270_label_non-stuttered.wav,0
5437_label_non-stuttered.wav,0
2297_label_non-stuttered.wav,0
1253_label_non-stuttered.wav,0
5884_label_non-stuttered.wav,0
3566_label_non-stuttered.wav,0
3946_label_non-stuttered.wav,0
4374_label_non-stuttered.wav,0
1611_label_non-stuttered.wav,0
4002_label_non-stuttered.wav,0
4034_label_non-stuttered.wav,0
7512_label_non-stuttered.wav,0
846_label_non-stuttered.wav,0
6461_label_non-stuttered.wav,0
4875_label_non-stuttered.wav,0
3005_label_non-stuttered.wav,0
607_label_non-stuttered.wav,0
5701_label_non-stuttered.wav,0
245_label_non-stuttered.wav,0
4729_label_non-stuttered.wav,0
1170_label_non-stuttered.wav,0
25_label_non-stuttered.wav,0
3065_label_non-stuttered.wav,0
2314_label_non-stuttered.wav,0
793_label_non-stuttered.wav,0
3766_label_non-stuttered.wav,0
1898_label_non-stuttered.wav,0
7118_label_non-stuttered.wav,0
273_label_non-stuttered.wav,0
2677_label_non-stuttered.wav,0
4741_label_non-stuttered.wav,0
7013_label_non-stuttered.wav,0
4533_label_non-stuttered.wav,0
3657_label_non-stuttered.wav,0
1458_label_non-stuttered.wav,0
7134_label_non-stuttered.wav,0
389_label_non-stuttered.wav,0
97_label_non-stuttered.wav,0
5251_label_non-stuttered.wav,0
3460_label_non-stuttered.wav,0
1235_label_non-stuttered.wav,0
5041_label_non-stuttered.wav,0
5570_label_non-stuttered.wav,0
2682_label_non-stuttered.wav,0
990_label_non-stuttered.wav,0
6759_label_non-stuttered.wav,0
1582_label_non-stuttered.wav,0
1918_label_non-stuttered.wav,0
2223_label_non-stuttered.wav,0
3512_label_non-stuttered.wav,0
6257_label_non-stuttered.wav,0
1097_label_non-stuttered.wav,0
2581_label_non-stuttered.wav,0
5982_label_non-stuttered.wav,0
7455_label_non-stuttered.wav,0
2802_label_non-stuttered.wav,0
2567_label_non-stuttered.wav,0
68_label_non-stuttered.wav,0
3020_label_non-stuttered.wav,0
7412_label_non-stuttered.wav,0
4962_label_non-stuttered.wav,0
1098_label_non-stuttered.wav,0
3675_label_non-stuttered.wav,0
1348_label_non-stuttered.wav,0
1965_label_non-stuttered.wav,0
