,audio,label
101,6380_label_non-stuttered.wav,0
102,7641_label_non-stuttered.wav,0
103,910_label_non-stuttered.wav,0
104,519_label_non-stuttered.wav,0
105,1890_label_non-stuttered.wav,0
106,1653_label_non-stuttered.wav,0
107,7661_label_non-stuttered.wav,0
108,272_label_non-stuttered.wav,0
109,3248_label_non-stuttered.wav,0
110,5058_label_non-stuttered.wav,0
111,3244_label_non-stuttered.wav,0
112,2568_label_non-stuttered.wav,0
113,4508_label_non-stuttered.wav,0
114,3788_label_non-stuttered.wav,0
115,4039_label_non-stuttered.wav,0
116,292_label_non-stuttered.wav,0
117,2153_label_non-stuttered.wav,0
118,5878_label_non-stuttered.wav,0
119,5272_label_non-stuttered.wav,0
120,95_label_non-stuttered.wav,0
121,6807_label_non-stuttered.wav,0
122,5781_label_non-stuttered.wav,0
123,6245_label_non-stuttered.wav,0
124,204_label_non-stuttered.wav,0
125,7657_label_non-stuttered.wav,0
126,115_label_non-stuttered.wav,0
127,6597_label_non-stuttered.wav,0
128,4470_label_non-stuttered.wav,0
129,1966_label_non-stuttered.wav,0
130,4577_label_non-stuttered.wav,0
131,5994_label_non-stuttered.wav,0
132,5065_label_non-stuttered.wav,0
133,4878_label_non-stuttered.wav,0
134,7401_label_non-stuttered.wav,0
135,2296_label_non-stuttered.wav,0
136,6165_label_non-stuttered.wav,0
137,2826_label_non-stuttered.wav,0
138,4238_label_non-stuttered.wav,0
139,2368_label_non-stuttered.wav,0
140,621_label_non-stuttered.wav,0
141,7209_label_non-stuttered.wav,0
142,2447_label_non-stuttered.wav,0
143,3482_label_non-stuttered.wav,0
144,4013_label_non-stuttered.wav,0
145,3919_label_non-stuttered.wav,0
146,3571_label_non-stuttered.wav,0
147,3235_label_non-stuttered.wav,0
148,7341_label_non-stuttered.wav,0
149,3_label_non-stuttered.wav,0
150,301_label_non-stuttered.wav,0
151,2818_label_non-stuttered.wav,0
152,5285_label_non-stuttered.wav,0
153,6830_label_non-stuttered.wav,0
154,1132_label_non-stuttered.wav,0
155,4706_label_non-stuttered.wav,0
156,6237_label_non-stuttered.wav,0
157,7489_label_non-stuttered.wav,0
158,6043_label_non-stuttered.wav,0
159,4694_label_non-stuttered.wav,0
160,813_label_non-stuttered.wav,0
161,7064_label_non-stuttered.wav,0
162,2176_label_non-stuttered.wav,0
163,3814_label_non-stuttered.wav,0
164,5304_label_non-stuttered.wav,0
165,1096_label_non-stuttered.wav,0
166,3706_label_non-stuttered.wav,0
167,3070_label_non-stuttered.wav,0
168,1107_label_non-stuttered.wav,0
169,6564_label_non-stuttered.wav,0
170,2925_label_non-stuttered.wav,0
171,1052_label_non-stuttered.wav,0
172,505_label_non-stuttered.wav,0
173,7581_label_non-stuttered.wav,0
174,5116_label_non-stuttered.wav,0
175,4794_label_non-stuttered.wav,0
176,6944_label_non-stuttered.wav,0
177,5550_label_non-stuttered.wav,0
178,4364_label_non-stuttered.wav,0
179,5354_label_non-stuttered.wav,0
180,7003_label_non-stuttered.wav,0
181,5768_label_non-stuttered.wav,0
182,516_label_non-stuttered.wav,0
183,6050_label_non-stuttered.wav,0
184,3452_label_non-stuttered.wav,0
185,4184_label_non-stuttered.wav,0
186,6122_label_non-stuttered.wav,0
187,4555_label_non-stuttered.wav,0
188,3861_label_non-stuttered.wav,0
189,3791_label_non-stuttered.wav,0
190,5482_label_non-stuttered.wav,0
191,3927_label_non-stuttered.wav,0
192,747_label_non-stuttered.wav,0
193,4289_label_non-stuttered.wav,0
194,4115_label_non-stuttered.wav,0
195,3753_label_non-stuttered.wav,0
196,2016_label_non-stuttered.wav,0
197,3122_label_non-stuttered.wav,0
198,3976_label_non-stuttered.wav,0
199,3640_label_non-stuttered.wav,0
200,6894_label_non-stuttered.wav,0
201,2688_label_non-stuttered.wav,0
202,3929_label_non-stuttered.wav,0
203,4064_label_non-stuttered.wav,0
204,3381_label_non-stuttered.wav,0
205,468_label_non-stuttered.wav,0
206,7530_label_non-stuttered.wav,0
207,6040_label_non-stuttered.wav,0
208,4070_label_non-stuttered.wav,0
209,718_label_non-stuttered.wav,0
210,7600_label_non-stuttered.wav,0
211,3992_label_non-stuttered.wav,0
212,5535_label_non-stuttered.wav,0
213,6292_label_non-stuttered.wav,0
214,4339_label_non-stuttered.wav,0
215,4028_label_non-stuttered.wav,0
216,7250_label_non-stuttered.wav,0
217,4313_label_non-stuttered.wav,0
218,3000_label_non-stuttered.wav,0
219,6500_label_non-stuttered.wav,0
220,4448_label_non-stuttered.wav,0
221,17_label_non-stuttered.wav,0
222,2068_label_non-stuttered.wav,0
223,6156_label_non-stuttered.wav,0
224,5360_label_non-stuttered.wav,0
225,2617_label_non-stuttered.wav,0
226,875_label_non-stuttered.wav,0
227,3197_label_non-stuttered.wav,0
228,7610_label_non-stuttered.wav,0
229,7462_label_non-stuttered.wav,0
230,5597_label_non-stuttered.wav,0
231,3939_label_non-stuttered.wav,0
232,4357_label_non-stuttered.wav,0
233,6206_label_non-stuttered.wav,0
234,2510_label_non-stuttered.wav,0
235,670_label_non-stuttered.wav,0
236,383_label_non-stuttered.wav,0
237,3938_label_non-stuttered.wav,0
238,1703_label_non-stuttered.wav,0
239,2837_label_non-stuttered.wav,0
240,1188_label_non-stuttered.wav,0
241,5210_label_non-stuttered.wav,0
242,6421_label_non-stuttered.wav,0
243,2940_label_non-stuttered.wav,0
244,2064_label_non-stuttered.wav,0
245,4297_label_non-stuttered.wav,0
246,7435_label_non-stuttered.wav,0
247,4325_label_non-stuttered.wav,0
248,431_label_non-stuttered.wav,0
249,1809_label_non-stuttered.wav,0
250,4279_label_non-stuttered.wav,0
251,86_label_non-stuttered.wav,0
252,2330_label_non-stuttered.wav,0
253,2262_label_non-stuttered.wav,0
254,3880_label_non-stuttered.wav,0
255,533_label_non-stuttered.wav,0
256,3182_label_non-stuttered.wav,0
257,6487_label_non-stuttered.wav,0
258,2620_label_non-stuttered.wav,0
259,2076_label_non-stuttered.wav,0
260,636_label_non-stuttered.wav,0
261,4457_label_non-stuttered.wav,0
262,6059_label_non-stuttered.wav,0
263,7220_label_non-stuttered.wav,0
264,6651_label_non-stuttered.wav,0
265,1527_label_non-stuttered.wav,0
266,6883_label_non-stuttered.wav,0
267,7635_label_non-stuttered.wav,0
268,2088_label_non-stuttered.wav,0
269,5808_label_non-stuttered.wav,0
270,4776_label_non-stuttered.wav,0
271,4722_label_non-stuttered.wav,0
272,265_label_non-stuttered.wav,0
273,3220_label_non-stuttered.wav,0
274,777_label_non-stuttered.wav,0
275,965_label_non-stuttered.wav,0
276,3469_label_non-stuttered.wav,0
277,7392_label_non-stuttered.wav,0
278,394_label_non-stuttered.wav,0
279,7329_label_non-stuttered.wav,0
280,6044_label_non-stuttered.wav,0
281,3219_label_non-stuttered.wav,0
282,5476_label_non-stuttered.wav,0
283,6056_label_non-stuttered.wav,0
284,5244_label_non-stuttered.wav,0
285,1774_label_non-stuttered.wav,0
286,355_label_non-stuttered.wav,0
287,5214_label_non-stuttered.wav,0
288,7708_label_non-stuttered.wav,0
289,4644_label_non-stuttered.wav,0
290,1228_label_non-stuttered.wav,0
291,6752_label_non-stuttered.wav,0
292,3541_label_non-stuttered.wav,0
293,3685_label_non-stuttered.wav,0
294,3783_label_non-stuttered.wav,0
295,6629_label_non-stuttered.wav,0
296,3416_label_non-stuttered.wav,0
297,2756_label_non-stuttered.wav,0
298,3549_label_non-stuttered.wav,0
299,6580_label_non-stuttered.wav,0
300,36_label_non-stuttered.wav,0
301,5383_label_non-stuttered.wav,0
302,7561_label_non-stuttered.wav,0
303,2482_label_non-stuttered.wav,0
304,4984_label_non-stuttered.wav,0
305,5470_label_non-stuttered.wav,0
306,4764_label_non-stuttered.wav,0
307,7030_label_non-stuttered.wav,0
308,4798_label_non-stuttered.wav,0
309,376_label_non-stuttered.wav,0
310,4591_label_non-stuttered.wav,0
311,3396_label_non-stuttered.wav,0
312,3944_label_non-stuttered.wav,0
313,1728_label_non-stuttered.wav,0
314,2138_label_non-stuttered.wav,0
315,6102_label_non-stuttered.wav,0
316,6514_label_non-stuttered.wav,0
317,3585_label_non-stuttered.wav,0
318,7570_label_non-stuttered.wav,0
319,546_label_non-stuttered.wav,0
320,2752_label_non-stuttered.wav,0
321,4518_label_non-stuttered.wav,0
322,1176_label_non-stuttered.wav,0
323,2808_label_non-stuttered.wav,0
324,3361_label_non-stuttered.wav,0
325,1451_label_non-stuttered.wav,0
326,2795_label_non-stuttered.wav,0
327,3411_label_non-stuttered.wav,0
328,416_label_non-stuttered.wav,0
329,1697_label_non-stuttered.wav,0
330,374_label_non-stuttered.wav,0
331,2311_label_non-stuttered.wav,0
332,5865_label_non-stuttered.wav,0
333,7103_label_non-stuttered.wav,0
334,6339_label_non-stuttered.wav,0
335,1415_label_non-stuttered.wav,0
336,6939_label_non-stuttered.wav,0
337,2395_label_non-stuttered.wav,0
338,6371_label_non-stuttered.wav,0
339,5704_label_non-stuttered.wav,0
340,7588_label_non-stuttered.wav,0
341,5101_label_non-stuttered.wav,0
342,52_label_non-stuttered.wav,0
343,4148_label_non-stuttered.wav,0
344,1207_label_non-stuttered.wav,0
345,1560_label_non-stuttered.wav,0
346,5401_label_non-stuttered.wav,0
347,2310_label_non-stuttered.wav,0
348,5158_label_non-stuttered.wav,0
349,4954_label_non-stuttered.wav,0
350,6982_label_non-stuttered.wav,0
351,2292_label_non-stuttered.wav,0
352,4003_label_non-stuttered.wav,0
353,4526_label_non-stuttered.wav,0
354,6913_label_non-stuttered.wav,0
355,3029_label_non-stuttered.wav,0
356,5640_label_non-stuttered.wav,0
357,5514_label_non-stuttered.wav,0
358,5305_label_non-stuttered.wav,0
359,7084_label_non-stuttered.wav,0
360,6336_label_non-stuttered.wav,0
361,2600_label_non-stuttered.wav,0
362,4065_label_non-stuttered.wav,0
363,1308_label_non-stuttered.wav,0
364,3318_label_non-stuttered.wav,0
365,6269_label_non-stuttered.wav,0
366,4117_label_non-stuttered.wav,0
367,4434_label_non-stuttered.wav,0
368,2639_label_non-stuttered.wav,0
369,3001_label_non-stuttered.wav,0
370,5202_label_non-stuttered.wav,0
371,7334_label_non-stuttered.wav,0
372,2546_label_non-stuttered.wav,0
373,7262_label_non-stuttered.wav,0
374,6828_label_non-stuttered.wav,0
375,1270_label_non-stuttered.wav,0
376,6610_label_non-stuttered.wav,0
377,4166_label_non-stuttered.wav,0
378,3499_label_non-stuttered.wav,0
379,2652_label_non-stuttered.wav,0
380,5133_label_non-stuttered.wav,0
381,5350_label_non-stuttered.wav,0
382,5984_label_non-stuttered.wav,0
383,6035_label_non-stuttered.wav,0
384,3662_label_non-stuttered.wav,0
385,5095_label_non-stuttered.wav,0
386,6512_label_non-stuttered.wav,0
387,277_label_non-stuttered.wav,0
388,7533_label_non-stuttered.wav,0
389,5012_label_non-stuttered.wav,0
390,4927_label_non-stuttered.wav,0
391,1941_label_non-stuttered.wav,0
392,4265_label_non-stuttered.wav,0
393,5563_label_non-stuttered.wav,0
394,6540_label_non-stuttered.wav,0
395,5671_label_non-stuttered.wav,0
396,2947_label_non-stuttered.wav,0
397,7310_label_non-stuttered.wav,0
398,5825_label_non-stuttered.wav,0
399,78_label_non-stuttered.wav,0
400,2532_label_non-stuttered.wav,0
401,3563_label_non-stuttered.wav,0
402,3953_label_non-stuttered.wav,0
403,5456_label_non-stuttered.wav,0
404,2032_label_non-stuttered.wav,0
405,7697_label_non-stuttered.wav,0
406,6410_label_non-stuttered.wav,0
407,701_label_non-stuttered.wav,0
408,4191_label_non-stuttered.wav,0
409,790_label_non-stuttered.wav,0
410,5150_label_non-stuttered.wav,0
411,877_label_non-stuttered.wav,0
412,5085_label_non-stuttered.wav,0
413,2873_label_non-stuttered.wav,0
414,4946_label_non-stuttered.wav,0
415,6129_label_non-stuttered.wav,0
416,5833_label_non-stuttered.wav,0
417,4504_label_non-stuttered.wav,0
418,5639_label_non-stuttered.wav,0
419,432_label_non-stuttered.wav,0
420,7679_label_non-stuttered.wav,0
421,1400_label_non-stuttered.wav,0
422,7465_label_non-stuttered.wav,0
423,886_label_non-stuttered.wav,0
424,4454_label_non-stuttered.wav,0
425,3582_label_non-stuttered.wav,0
426,4653_label_non-stuttered.wav,0
427,3270_label_non-stuttered.wav,0
428,5437_label_non-stuttered.wav,0
429,2297_label_non-stuttered.wav,0
430,1253_label_non-stuttered.wav,0
431,5884_label_non-stuttered.wav,0
432,3566_label_non-stuttered.wav,0
433,3946_label_non-stuttered.wav,0
434,4374_label_non-stuttered.wav,0
435,1611_label_non-stuttered.wav,0
436,4002_label_non-stuttered.wav,0
437,4034_label_non-stuttered.wav,0
438,7512_label_non-stuttered.wav,0
439,846_label_non-stuttered.wav,0
440,6461_label_non-stuttered.wav,0
441,4875_label_non-stuttered.wav,0
442,3005_label_non-stuttered.wav,0
443,607_label_non-stuttered.wav,0
444,5701_label_non-stuttered.wav,0
445,245_label_non-stuttered.wav,0
446,4729_label_non-stuttered.wav,0
447,1170_label_non-stuttered.wav,0
448,25_label_non-stuttered.wav,0
449,3065_label_non-stuttered.wav,0
450,2314_label_non-stuttered.wav,0
451,793_label_non-stuttered.wav,0
452,3766_label_non-stuttered.wav,0
453,1898_label_non-stuttered.wav,0
454,7118_label_non-stuttered.wav,0
455,273_label_non-stuttered.wav,0
456,2677_label_non-stuttered.wav,0
457,4741_label_non-stuttered.wav,0
458,7013_label_non-stuttered.wav,0
459,4533_label_non-stuttered.wav,0
460,3657_label_non-stuttered.wav,0
461,1458_label_non-stuttered.wav,0
462,7134_label_non-stuttered.wav,0
463,389_label_non-stuttered.wav,0
464,97_label_non-stuttered.wav,0
465,5251_label_non-stuttered.wav,0
466,3460_label_non-stuttered.wav,0
467,1235_label_non-stuttered.wav,0
468,5041_label_non-stuttered.wav,0
469,5570_label_non-stuttered.wav,0
470,2682_label_non-stuttered.wav,0
471,990_label_non-stuttered.wav,0
472,6759_label_non-stuttered.wav,0
473,1582_label_non-stuttered.wav,0
474,1918_label_non-stuttered.wav,0
475,2223_label_non-stuttered.wav,0
476,3512_label_non-stuttered.wav,0
477,6257_label_non-stuttered.wav,0
478,1097_label_non-stuttered.wav,0
479,2581_label_non-stuttered.wav,0
480,5982_label_non-stuttered.wav,0
481,7455_label_non-stuttered.wav,0
482,2802_label_non-stuttered.wav,0
483,2567_label_non-stuttered.wav,0
484,68_label_non-stuttered.wav,0
485,3020_label_non-stuttered.wav,0
486,7412_label_non-stuttered.wav,0
487,4962_label_non-stuttered.wav,0
488,1098_label_non-stuttered.wav,0
489,3675_label_non-stuttered.wav,0
490,1348_label_non-stuttered.wav,0
491,1965_label_non-stuttered.wav,0
492,1945_label_non-stuttered.wav,0
493,3856_label_non-stuttered.wav,0
494,2429_label_non-stuttered.wav,0
495,2736_label_non-stuttered.wav,0
496,4677_label_non-stuttered.wav,0
497,791_label_non-stuttered.wav,0
498,7520_label_non-stuttered.wav,0
499,4474_label_non-stuttered.wav,0
500,1503_label_non-stuttered.wav,0
501,2941_label_non-stuttered.wav,0
502,6211_label_non-stuttered.wav,0
503,2538_label_non-stuttered.wav,0
504,911_label_non-stuttered.wav,0
505,7625_label_non-stuttered.wav,0
506,2231_label_non-stuttered.wav,0
507,5875_label_non-stuttered.wav,0
508,6544_label_non-stuttered.wav,0
509,2726_label_non-stuttered.wav,0
510,4133_label_non-stuttered.wav,0
511,5587_label_non-stuttered.wav,0
512,7643_label_non-stuttered.wav,0
513,1378_label_non-stuttered.wav,0
514,2331_label_non-stuttered.wav,0
515,318_label_non-stuttered.wav,0
516,1370_label_non-stuttered.wav,0
517,4940_label_non-stuttered.wav,0
518,6083_label_non-stuttered.wav,0
519,3384_label_non-stuttered.wav,0
520,4196_label_non-stuttered.wav,0
521,624_label_non-stuttered.wav,0
522,5030_label_non-stuttered.wav,0
523,7699_label_non-stuttered.wav,0
524,6926_label_non-stuttered.wav,0
525,3141_label_non-stuttered.wav,0
526,1789_label_non-stuttered.wav,0
527,1332_label_non-stuttered.wav,0
528,6834_label_non-stuttered.wav,0
529,3579_label_non-stuttered.wav,0
530,3943_label_non-stuttered.wav,0
531,1536_label_non-stuttered.wav,0
532,7584_label_non-stuttered.wav,0
533,782_label_non-stuttered.wav,0
534,1317_label_non-stuttered.wav,0
535,2012_label_non-stuttered.wav,0
536,3932_label_non-stuttered.wav,0
537,2834_label_non-stuttered.wav,0
538,5186_label_non-stuttered.wav,0
539,946_label_non-stuttered.wav,0
540,2584_label_non-stuttered.wav,0
541,2804_label_non-stuttered.wav,0
542,2526_label_non-stuttered.wav,0
543,5490_label_non-stuttered.wav,0
544,2195_label_non-stuttered.wav,0
545,4336_label_non-stuttered.wav,0
546,3962_label_non-stuttered.wav,0
547,7665_label_non-stuttered.wav,0
548,3727_label_non-stuttered.wav,0
549,3761_label_non-stuttered.wav,0
550,3561_label_non-stuttered.wav,0
551,6960_label_non-stuttered.wav,0
552,7126_label_non-stuttered.wav,0
553,2776_label_non-stuttered.wav,0
554,2389_label_non-stuttered.wav,0
555,5425_label_non-stuttered.wav,0
556,5621_label_non-stuttered.wav,0
557,397_label_non-stuttered.wav,0
558,883_label_non-stuttered.wav,0
559,1649_label_non-stuttered.wav,0
560,7456_label_non-stuttered.wav,0
561,2082_label_non-stuttered.wav,0
562,4085_label_non-stuttered.wav,0
563,3545_label_non-stuttered.wav,0
564,3588_label_non-stuttered.wav,0
565,4006_label_non-stuttered.wav,0
566,7692_label_non-stuttered.wav,0
567,2098_label_non-stuttered.wav,0
568,3681_label_non-stuttered.wav,0
569,7122_label_non-stuttered.wav,0
570,7_label_non-stuttered.wav,0
571,6670_label_non-stuttered.wav,0
572,1352_label_non-stuttered.wav,0
573,6252_label_non-stuttered.wav,0
574,2157_label_non-stuttered.wav,0
575,4337_label_non-stuttered.wav,0
576,2729_label_non-stuttered.wav,0
577,38_label_non-stuttered.wav,0
578,5142_label_non-stuttered.wav,0
579,854_label_non-stuttered.wav,0
580,5154_label_non-stuttered.wav,0
581,3710_label_non-stuttered.wav,0
582,6985_label_non-stuttered.wav,0
583,4556_label_non-stuttered.wav,0
584,6172_label_non-stuttered.wav,0
585,3004_label_non-stuttered.wav,0
586,5335_label_non-stuttered.wav,0
587,3105_label_non-stuttered.wav,0
588,3264_label_non-stuttered.wav,0
589,6052_label_non-stuttered.wav,0
590,5852_label_non-stuttered.wav,0
591,721_label_non-stuttered.wav,0
592,6036_label_non-stuttered.wav,0
593,2200_label_non-stuttered.wav,0
594,1766_label_non-stuttered.wav,0
595,2279_label_non-stuttered.wav,0
596,2749_label_non-stuttered.wav,0
597,4042_label_non-stuttered.wav,0
598,3417_label_non-stuttered.wav,0
599,4726_label_non-stuttered.wav,0
600,4377_label_non-stuttered.wav,0
601,1280_label_non-stuttered.wav,0
602,1883_label_non-stuttered.wav,0
603,841_label_non-stuttered.wav,0
604,3909_label_non-stuttered.wav,0
605,5419_label_non-stuttered.wav,0
606,5733_label_non-stuttered.wav,0
607,4091_label_non-stuttered.wav,0
608,3630_label_non-stuttered.wav,0
609,3037_label_non-stuttered.wav,0
610,2260_label_non-stuttered.wav,0
611,2784_label_non-stuttered.wav,0
612,5330_label_non-stuttered.wav,0
613,5675_label_non-stuttered.wav,0
614,4473_label_non-stuttered.wav,0
615,657_label_non-stuttered.wav,0
616,1906_label_non-stuttered.wav,0
617,2059_label_non-stuttered.wav,0
618,2714_label_non-stuttered.wav,0
619,4928_label_non-stuttered.wav,0
620,1322_label_non-stuttered.wav,0
621,2644_label_non-stuttered.wav,0
622,1358_label_non-stuttered.wav,0
623,4143_label_non-stuttered.wav,0
624,6462_label_non-stuttered.wav,0
625,2164_label_non-stuttered.wav,0
626,1470_label_non-stuttered.wav,0
627,5391_label_non-stuttered.wav,0
628,5187_label_non-stuttered.wav,0
629,7086_label_non-stuttered.wav,0
630,1979_label_non-stuttered.wav,0
631,2872_label_non-stuttered.wav,0
632,1644_label_non-stuttered.wav,0
633,165_label_non-stuttered.wav,0
634,1025_label_non-stuttered.wav,0
635,4554_label_non-stuttered.wav,0
636,5734_label_non-stuttered.wav,0
637,6519_label_non-stuttered.wav,0
638,4896_label_non-stuttered.wav,0
639,5823_label_non-stuttered.wav,0
640,7045_label_non-stuttered.wav,0
641,919_label_non-stuttered.wav,0
642,907_label_non-stuttered.wav,0
643,2055_label_non-stuttered.wav,0
644,6993_label_non-stuttered.wav,0
645,7540_label_non-stuttered.wav,0
646,5960_label_non-stuttered.wav,0
647,4222_label_non-stuttered.wav,0
648,741_label_non-stuttered.wav,0
649,21_label_non-stuttered.wav,0
650,1805_label_non-stuttered.wav,0
651,79_label_non-stuttered.wav,0
652,3893_label_non-stuttered.wav,0
653,7510_label_non-stuttered.wav,0
654,29_label_non-stuttered.wav,0
655,2812_label_non-stuttered.wav,0
656,4735_label_non-stuttered.wav,0
657,3362_label_non-stuttered.wav,0
658,7141_label_non-stuttered.wav,0
659,7559_label_non-stuttered.wav,0
660,2623_label_non-stuttered.wav,0
661,3690_label_non-stuttered.wav,0
662,5051_label_non-stuttered.wav,0
663,5256_label_non-stuttered.wav,0
664,4450_label_non-stuttered.wav,0
665,1660_label_non-stuttered.wav,0
666,2393_label_non-stuttered.wav,0
667,4757_label_non-stuttered.wav,0
668,659_label_non-stuttered.wav,0
669,6818_label_non-stuttered.wav,0
670,3262_label_non-stuttered.wav,0
671,4286_label_non-stuttered.wav,0
672,3726_label_non-stuttered.wav,0
673,5521_label_non-stuttered.wav,0
674,5440_label_non-stuttered.wav,0
675,6793_label_non-stuttered.wav,0
676,1093_label_non-stuttered.wav,0
677,1255_label_non-stuttered.wav,0
678,5277_label_non-stuttered.wav,0
679,3898_label_non-stuttered.wav,0
680,2663_label_non-stuttered.wav,0
681,2030_label_non-stuttered.wav,0
682,2355_label_non-stuttered.wav,0
683,3528_label_non-stuttered.wav,0
684,2839_label_non-stuttered.wav,0
685,6304_label_non-stuttered.wav,0
686,2830_label_non-stuttered.wav,0
687,2169_label_non-stuttered.wav,0
688,7700_label_non-stuttered.wav,0
689,2319_label_non-stuttered.wav,0
690,1495_label_non-stuttered.wav,0
691,7195_label_non-stuttered.wav,0
692,3237_label_non-stuttered.wav,0
693,3669_label_non-stuttered.wav,0
694,7555_label_non-stuttered.wav,0
695,1494_label_non-stuttered.wav,0
696,4661_label_non-stuttered.wav,0
697,1204_label_non-stuttered.wav,0
698,4021_label_non-stuttered.wav,0
699,2996_label_non-stuttered.wav,0
700,6187_label_non-stuttered.wav,0
701,4116_label_non-stuttered.wav,0
702,5700_label_non-stuttered.wav,0
703,1325_label_non-stuttered.wav,0
704,5289_label_non-stuttered.wav,0
705,7137_label_non-stuttered.wav,0
706,228_label_non-stuttered.wav,0
707,5428_label_non-stuttered.wav,0
708,2415_label_non-stuttered.wav,0
709,5871_label_non-stuttered.wav,0
710,4436_label_non-stuttered.wav,0
711,5680_label_non-stuttered.wav,0
712,4876_label_non-stuttered.wav,0
713,1663_label_non-stuttered.wav,0
714,4716_label_non-stuttered.wav,0
715,169_label_non-stuttered.wav,0
716,7308_label_non-stuttered.wav,0
717,1757_label_non-stuttered.wav,0
718,1189_label_non-stuttered.wav,0
719,5777_label_non-stuttered.wav,0
720,7112_label_non-stuttered.wav,0
721,5446_label_non-stuttered.wav,0
722,2274_label_non-stuttered.wav,0
723,7413_label_non-stuttered.wav,0
724,7632_label_non-stuttered.wav,0
725,1128_label_non-stuttered.wav,0
726,5589_label_non-stuttered.wav,0
727,4997_label_non-stuttered.wav,0
728,2239_label_non-stuttered.wav,0
729,103_label_non-stuttered.wav,0
730,7018_label_non-stuttered.wav,0
731,4320_label_non-stuttered.wav,0
732,7431_label_non-stuttered.wav,0
733,4185_label_non-stuttered.wav,0
734,6587_label_non-stuttered.wav,0
735,6652_label_non-stuttered.wav,0
736,5619_label_non-stuttered.wav,0
737,7286_label_non-stuttered.wav,0
738,6443_label_non-stuttered.wav,0
739,4695_label_non-stuttered.wav,0
